timestamp,pyros,servos,servos_deg,accelerometer,barofilteredalt,temp,gyro,gps_fix,lat,lon,gpsalt,gps_horiz_prec,gps_vert_prec,gps_num_sat,flight_time,yaw_gyro_int,pitch_gyro_int,roll_gyro_int,state,pktnum,rssi,armed_pyros,fired_pyros,badpackets,rxrssi,accel_integrated_velo,baro_max_alt,gps_max_alt,pyro_resistances,cell_voltages,total_current,converter_voltages,converter_currents,bms_protections_enabled,bms_protection_status,bms_temp,enabled_status,angleFromVertical,gnd_lat,gnd_lon,gnd_fix,gnd_alt
"20.04","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[2.0241538515625, 0.1149216796875, 0.0]","1633.8984","-28.800881733894347","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002589999999","1634.861","0.0","0.0","0","20040","-2.8473973","0.0021655732","1.4919383E-4","state.FLIGHT","334","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-7.605005","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","2.847398150252703","","","",""
"20.1","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[2.28617528125, 0.12564770312499998, 0.0]","1633.4937","-28.797944331169127","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.600026","1634.137","0.0","0.0","0","20100","-2.9232244","0.0021862416","1.4993336E-4","state.FLIGHT","335","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-8.0549755","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","2.9232252659789775","","","",""
"20.16","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[2.55355972265625, 0.13713987109375, 0.0]","1633.0596","-28.794801993370058","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.600026","1634.137","0.0","0.0","0","20160","-2.9990516","0.00220691","1.5067289E-4","state.FLIGHT","336","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-8.488052","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","2.999052382149098","","","",""
"20.22","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[2.8247748867187497, 0.14786589453125, 0.0]","1632.5989","-28.791523032188415","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000262","1633.339","0.0","0.0","0","20220","-3.0748787","0.0022275783","1.5141242E-4","state.FLIGHT","337","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-8.903972","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.0748794987301116","","","",""
"20.28","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[3.0975223398437497, 0.15859191796874997, 0.0]","1632.1113","-28.788073291778563","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000262","1633.339","0.0","0.0","0","20280","-3.1507058","0.0022482467","1.5215194E-4","state.FLIGHT","338","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-9.302586","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.1507066156926093","","","",""
"20.34","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[3.3702697929687497, 0.168551796875, 0.0]","1631.5984","-28.784452772140504","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000263","1632.472","0.0","0.0","0","20340","-3.226533","0.002268915","1.5289147E-4","state.FLIGHT","339","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-9.683855","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.226533733009189","","","",""
"20.4","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[3.6407188125, 0.17927782031249997, 0.0]","1631.0613","-28.780695629119872","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000265","1631.542","0.0","0.0","0","20400","-3.30236","0.0022895834","1.53631E-4","state.FLIGHT","340","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-10.047844","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.3023608506555457","","","",""
"20.46","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[3.9088693984375, 0.18923769921875, 0.0]","1630.501","-28.776801862716674","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000265","1631.542","0.0","0.0","0","20460","-3.3781872","0.0023102518","1.5437053E-4","state.FLIGHT","341","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-10.394706","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.3781879686094785","","","",""
"20.52","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[4.1724231171875, 0.19843143359374998, 0.0]","1629.918","-28.77277147293091","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002659999999","1630.552","0.0","0.0","0","20520","-3.4540143","0.0023309202","1.5511006E-4","state.FLIGHT","342","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-10.724673","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.454015086850543","","","",""
"20.58","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[4.43137996875, 0.20762516796875, 0.0]","1629.3142","-28.768604459762575","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002659999999","1630.552","0.0","0.0","0","20580","-3.5298414","0.0023515886","1.5584959E-4","state.FLIGHT","343","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-11.038056","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.52984220536026","","","",""
"20.64","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[4.68344151953125, 0.21681890234374998, 0.0]","1628.6902","-28.764334979057313","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000267","1629.507","0.0","0.0","0","20640","-3.6056685","0.002372257","1.5658911E-4","state.FLIGHT","344","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-11.335225","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.6056693241214908","","","",""
"20.7","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[4.92860776953125, 0.22524649218749998, 0.0]","1628.0469","-28.759928874969482","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000268","1628.412","0.0","0.0","0","20700","-3.6814957","0.0023929253","1.5732864E-4","state.FLIGHT","345","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-11.616603","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.6814964431186716","","","",""
"20.76","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[5.16687871875, 0.2329079375, 0.0]","1627.3855","-28.755420303344728","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000268","1628.412","0.0","0.0","0","20760","-3.7573228","0.0024135937","1.5806817E-4","state.FLIGHT","346","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-11.882656","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.7573235623376235","","","",""
"20.82","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[5.395955933593751, 0.24056938281249998, 0.0]","1626.7073","-28.750809264183044","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000269","1627.272","0.0","0.0","0","20820","-3.83315","0.002434262","1.588077E-4","state.FLIGHT","347","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-12.133889","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.833150681765105","","","",""
"20.88","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[5.6173717031249994, 0.24746468359374998, 0.0]","1626.0125","-28.746095757484436","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000269","1627.272","0.0","0.0","0","20880","-3.908977","0.0024549305","1.5954723E-4","state.FLIGHT","348","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-12.370831","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.9089778013886844","","","",""
"20.94","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[5.8295937382812495, 0.25435998437499996, 0.0]","1625.3022","-28.741279783248903","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002709999999","1626.09","0.0","0.0","0","20940","-3.9848042","0.0024755988","1.6028676E-4","state.FLIGHT","349","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-12.594034","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","3.984804921197171","","","",""
"21.0","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.0333881835937495, 0.260489140625, 0.0]","1624.5781","-28.736395497322082","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000272","1624.871","0.0","0.0","0","21000","-4.060632","0.0024962672","1.6102628E-4","state.FLIGHT","350","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-12.804065","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.060632994854318","","","",""
"21.06","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.22722275, 0.266618296875, 0.0]","1623.8398","-28.73144289970398","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000272","1624.871","0.0","0.0","0","21060","-4.136461","0.0025169356","1.6176581E-4","state.FLIGHT","351","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.001493","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.136461545513437","","","",""
"21.12","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.4126297265625, 0.27198130859374997, 0.0]","1623.0891","-28.72638783454895","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000273","1623.618","0.0","0.0","0","21120","-4.2122893","0.002537604","1.6250534E-4","state.FLIGHT","352","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.186898","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.212290096328567","","","",""
"21.18","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.58884296875, 0.2773443203125, 0.0]","1622.3262","-28.721298613548278","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000273","1623.618","0.0","0.0","0","21180","-4.288118","0.0025582723","1.6324487E-4","state.FLIGHT","353","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.360855","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.288118647291175","","","",""
"21.24","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.75662862109375, 0.2819411875, 0.0]","1621.552","-28.71610692501068","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000273","1622.334","0.0","0.0","0","21240","-4.3639464","0.0025789407","1.639844E-4","state.FLIGHT","354","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.52393","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.363947198393615","","","",""
"21.3","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[6.9152205390625, 0.2865380546875, 0.0]","1620.7676","-28.710846924781798","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000274","1621.023","0.0","0.0","0","21300","-4.439775","0.002599609","1.6472393E-4","state.FLIGHT","355","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.676683","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.4397757496288275","","","",""
"21.36","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.0653848671874995, 0.29113492187499995, 0.0]","1619.9727","-28.705552768707275","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000274","1621.023","0.0","0.0","0","21360","-4.5156035","0.0026202775","1.6546345E-4","state.FLIGHT","356","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.819663","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.515604300989664","","","",""
"21.42","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.207121605468749, 0.29496564453125, 0.0]","1619.169","-28.70019030094147","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000275","1619.688","0.0","0.0","0","21420","-4.591432","0.0026409458","1.6620298E-4","state.FLIGHT","357","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-13.953402","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.591432852470259","","","",""
"21.48","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.341196898437499, 0.29803022265625, 0.0]","1618.3564","-28.69479367733002","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000275","1619.688","0.0","0.0","0","21480","-4.6672606","0.0026616142","1.6694251E-4","state.FLIGHT","358","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.078417","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.6672614040643765","","","",""
"21.54","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.466844601562499, 0.30186094531249996, 0.0]","1617.5361","-28.689328742027282","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002759999999","1618.33","0.0","0.0","0","21540","-4.743089","0.0026822826","1.6768204E-4","state.FLIGHT","359","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.19521","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.74308995576683","","","",""
"21.6","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.58559700390625, 0.30415937890625, 0.0]","1616.708","-28.683829650878906","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000277","1616.953","0.0","0.0","0","21600","-4.8189178","0.002702951","1.6842157E-4","state.FLIGHT","360","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.30426","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.818918507572115","","","",""
"21.66","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.69745410546875, 0.30722395703124994, 0.0]","1615.873","-28.678296403884886","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000277","1616.953","0.0","0.0","0","21660","-4.8947463","0.0027236193","1.691611E-4","state.FLIGHT","361","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.40603","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.894747059475631","","","",""
"21.72","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.80164976171875, 0.309522390625, 0.0]","1615.0312","-28.672694845199587","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000277","1615.558","0.0","0.0","0","21720","-4.970575","0.0027442877","1.6990062E-4","state.FLIGHT","362","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.500959","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","4.9705756114727935","","","",""
"21.78","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.8997162617187495, 0.31182082421875, 0.0]","1614.1836","-28.667093286514284","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000277","1615.558","0.0","0.0","0","21780","-5.0464034","0.002764956","1.7064015E-4","state.FLIGHT","363","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.589475","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","5.046404163559181","","","",""
"21.84","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[7.992419749999999, 0.31411925781249994, 0.0]","1613.3301","-28.661457571983338","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.60002779999999","1614.148","0.0","0.0","0","21840","-5.122232","0.0027856245","1.7137968E-4","state.FLIGHT","364","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.671973","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","5.122232715730932","","","",""
"21.9","[2, 2, 2, 2, 2, 2]","[941, 1500, 1494, 1429]","[-67.08, 0.0, -0.6, -7.1]","[8.0782279375, 0.31565154687499997, 0.0]","1612.4714","-28.655753545761108","[0.24414062496, -0.24414062496, -0.82397460924]","3","28.61","-80.6000279","1612.724","0.0","0.0","0","21900","-5.1980605","0.0028062928","1.7211921E-4","state.FLIGHT","365","","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","0","","-14.7488365","1636","1637","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7, 3.7, 3.7]","-0.0","[3.0, 3.3008, 5.0, 7.4, 8.4, 28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0","20.0","[True, True, True, True, True, True]","5.198061267984198","","","",""
